coord,row_letter,step_number,persona_id,persona_name,sector,monolith_platform,physical_asset,action_name,status,capital_at_risk_cr,impact_display,speed_display,vulnerability,agentic_plug,agent_registry_id,agent_registry_uri,agent_deployment_status,agent_iam_identity,agent_framework
N12,N,12,p14,Marine Terminal & Offloading Superintendent,MIDSTREAM TRANSMISSION,ShipX / Maritech / TerminalView,Marine Crude Tanker Offloading Jetty & Loading Arms,Crude Tank High-High Level (Overfill) Intercept,critical,120,₹120 Cr / yr,0.5s vs Overfill,Radar gauge freezes; crude tank overflows through breather vents (Buncefield disaster).,Independent optical & float overfill prevention logic shutting upstream valves.,tank_overfill_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/tank_overfill_sentinel,Planned Wave 1,tank-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Safety Instrumented Systems
N13,N,13,p14,Marine Terminal & Offloading Superintendent,MIDSTREAM TRANSMISSION,ShipX / Maritech / TerminalView,Marine Crude Tanker Offloading Jetty & Loading Arms,Multiple Berth Piping Cross-Contamination Guard,baseline,35,₹35 Cr / yr,1s vs Contamination,Sour crude valve leaks into sweet crude export line; degrades entire cargo price.,Multi-product manifold valve position verifier enforcing block-and-bleed isolation.,,,,,
N14,N,14,p14,Marine Terminal & Offloading Superintendent,MIDSTREAM TRANSMISSION,ShipX / Maritech / TerminalView,Marine Crude Tanker Offloading Jetty & Loading Arms,Tank Heel Temperature & Heating Coil Duty,baseline,19,₹19 Cr / yr,2s vs 4 Hrs,Heavy fuel oil tanks drop below pour point; solidifies into massive tar block.,Steam coil thermal efficiency monitor adjusting steam trap flow to maintain 55°C.,,,,,
N15,N,15,p14,Marine Terminal & Offloading Superintendent,MIDSTREAM TRANSMISSION,ShipX / Maritech / TerminalView,Marine Crude Tanker Offloading Jetty & Loading Arms,Bill of Lading & Customs Documentation,friction,22,₹22 Cr / yr,5s vs 8 Hrs,18 paper manifests physically carried between customs and surveyor for 8 hours.,Cryptographic smart-contract BOL generator compiling custody transfers in seconds.,,,,,
O1,O,1,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Multi-Crude Assay True Boiling Point Blend,critical,90,₹90 Cr / yr,4s vs 8 Hrs,High-TAN crude blend ratio off; unannounced desalter upset & column flooding.,Real-time non-linear crude assay blender optimizing cut points against live prices.,crude_assay_blend_optimizer,projects/og-enterprise-prod/locations/us-central1/agents/crude_assay_blend_optimizer,Planned Wave 1,crude-blend@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Non-Linear LP
O2,O,2,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Fired Heater Tube-Wall Temperature & Coking,critical,110,₹110 Cr / yr,1s vs Furnace Fire,Hot spot on furnace tubes causes tube rupture; refinery inferno and shutdown.,Infrared pyrometer & thermocouple spatial model predicting radiant coil coking.,fired_heater_coking_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/fired_heater_coking_sentinel,Planned Wave 1,heater-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Thermal Imaging
O3,O,3,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Crude Desalter Emulsion & Salt Extraction QC,critical,65,₹65 Cr / yr,2s vs 4 Hrs,Salt slip into atmospheric tower causes catastrophic HCl overhead corrosion.,Electrostatic grid voltage & demulsifier dosing optimizer maintaining salt <1.0 ptb.,desalter_emulsion_salt_optimizer,projects/og-enterprise-prod/locations/us-central1/agents/desalter_emulsion_salt_optimizer,Planned Wave 1,desalter-guard@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Closed Loop Control
O4,O,4,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Atmospheric Tower Kero / Diesel Cutpoint Trim,friction,38,₹38 Cr / yr,3s vs 2 Hrs,Manual 2-hour lab distillation lag leaves high-value kero trapped in heavy gasoil.,Real-time inferential property estimator tuning side-stripper steam to hit flashpoint.,,,,,
O5,O,5,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Vacuum Column Deep-Cut & Asphaltene Entrainment,friction,30,₹30 Cr / yr,4s vs 3 Hrs,Over-steaming vacuum furnace pulls micro-carbon into hydrocracker feed.,VDU flash zone entrainment monitor governing wash bed wash-oil spray rates.,,,,,
O6,O,6,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Crude Tower Overhead Ammonium Chloride Salt,critical,75,₹75 Cr / yr,2s vs Pipe Leak,Salts deposit above water dewpoint, causing sudden under-deposit pipe perforation.,Phase equilibrium salt deposition predictor adjusting neutralizing amine rates.,overhead_salt_deposition_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/overhead_salt_deposition_sentinel,Planned Wave 1,salt-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Corrosion Kinetics
O7,O,7,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Fired Heater Excess Oxygen & Combustion Trim,friction,28,₹28 Cr / yr,1s vs Manual,Excessive stack O2 wastes ₹18 Cr fuel gas; low O2 triggers deadly unburned CO explosion.,Combustion optimizer dynamically adjusting forced draft dampers for 1.5% excess O2.,,,,,
O8,O,8,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Pumparound Heat Duty & Column Hydraulic Load,baseline,20,₹20 Cr / yr,3s vs 2 Hrs,Top pumparound duty too high; pinches reflux and floods fractionation trays.,Column internal vapor-liquid traffic simulator optimizing heat removal across pumparounds.,,,,,
O9,O,9,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Heavy Atmospheric Gas Oil Flashpoint QC,baseline,18,₹18 Cr / yr,2s vs 2 Hrs,Stripper column steam valve sticks; off-spec HAGO lowers downstream FCC feed quality.,Soft-sensor flashpoint predictor governing stripping steam ratio per barrel of product.,,,,,
O10,O,10,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Vacuum System Ejector Steam Nozzle Erosion,baseline,22,₹22 Cr / yr,4s vs 1 Day,Steam nozzle wear degrades vacuum; raises furnace boiling temp and cracks crude.,Vacuum condenser balance monitor detecting air leaks and steam jet nozzle degradation.,,,,,
O11,O,11,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Naphtha Stabilizer Column Bottoms RVP Trim,baseline,16,₹16 Cr / yr,2s vs 1 Hr,Light ends leave in bottoms, lowering catalytic reformer feed octane quality.,Distillation tray temperature controller adjusting reboiler duty to exact 9.0 psia RVP.,,,,,
O12,O,12,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Overhead Fin-Fan Condenser Airflow Balancing,baseline,15,₹15 Cr / yr,2s vs 1 Hr,Summer heat waves spike column head pressure, choking crude throughput.,Louver & variable frequency fan controller optimizing condensing temperature distribution.,,,,,
O13,O,13,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Column Bottoms Residence Time & Coking Guard,baseline,24,₹24 Cr / yr,1s vs Pump Seizure,Residue sits too long at 350°C; polymerizes and clogs bottoms pumps.,Residence time tracking sentinel governing emergency quenching oil injection.,,,,,
O14,O,14,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,Sour Water Stripper Overhead Balance,baseline,19,₹19 Cr / yr,3s vs 3 Hrs,Insufficient stripping steam leaves toxic ammonia in desalter water loop; fouls exchangers.,Sour water distillation balance solver ensuring complete NH3/H2S stripping.,,,,,
O15,O,15,p15,CDU/VDU Distillation Lead,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite / Exasmoc,Atmospheric Crude Distillation (CDU-1) Furnace & Column,CDU Energy Intensity Index (EII) Ledger,baseline,25,₹25 Cr / yr,Instant vs Monthly,Specific energy consumption per barrel tabulated monthly; misses daily energy waste.,Real-time Energy Intensity Index calculator logging megajoules/bbl to BigQuery.,,,,,
P1,P,1,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Catalyst Circulation & Riser Heat Balance,critical,115,₹115 Cr / yr,0.1s vs Riser Explosion,Slide valve hunting causes catalyst circulation reversal; explosive air enters riser.,High-speed differential pressure sentinel governing regenerated catalyst slide valve.,fcc_catalyst_slide_valve_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/fcc_catalyst_slide_valve_sentinel,Planned Wave 1,fcc-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + High-Frequency DCS
P2,P,2,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Regenerator Cyclone Flue-Gas Catalyst Loss,critical,85,₹85 Cr / yr,1s vs 2 Hrs,Cyclone flapper hangs open; ₹8 Cr zeolite catalyst blows out stack in 2 hrs.,Acoustic dust monitor & opacity sensor watcher identifying instantaneous catalyst loss.,fcc_cyclone_catalyst_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/fcc_cyclone_catalyst_sentinel,Planned Wave 1,cyclone-agent@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Acoustic Sensing
P3,P,3,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Riser Reactor Feed Atomization Steam Ratio,friction,32,₹32 Cr / yr,3s vs 4 Hrs,Poor steam-to-oil droplet dispersion creates large droplets; triples uncracked coke.,Feed nozzle dispersion velocity optimizer ensuring micro-micron oil droplet spray.,,,,,
P4,P,4,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Catalyst Equilibrium Metal Contamination,friction,26,₹26 Cr / yr,5s vs Lab Cycle,Feed nickel spikes unmonitored; promotes dehydrogenation and gas runaway.,Equilibrium catalyst metals monitor calculating required fresh catalyst addition.,,,,,
P5,P,5,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Main Fractionator Slurry Pumparound Fouling,critical,70,₹70 Cr / yr,4s vs Exchanger Trip,Exchanger plugs with catalyst fines; stops heat removal, trips FCCU.,Slurry loop hydraulic pressure drop and heat transfer coefficient degradation tracker.,,,,,
P6,P,6,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Regenerator Afterburn Combustion Control,critical,95,₹95 Cr / yr,0.5s vs Cyclone Melt,CO combusts in plenum rather than bed; temps exceed 800°C limit, melting cyclones.,Flue gas CO/O2 ratio balancer adjusting combustion air blower to suppress afterburn.,regenerator_afterburn_controller,projects/og-enterprise-prod/locations/us-central1/agents/regenerator_afterburn_controller,Planned Wave 1,afterburn-agent@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Combustion Control
P7,P,7,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Wet Gas Compressor Anti-Surge Governor,critical,75,₹75 Cr / yr,0.05s vs Surge,Sudden riser pressure wave surges compressor; damages thrust bearings.,Dynamic anti-surge governor decoupling wet gas suction pressure from reactor swings.,,,,,
P8,P,8,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Wet Gas Condenser Propylene/Gasoline Yield,friction,45,₹45 Cr / yr,4s vs 6 Hrs,High-value propylene yield un-optimized against gasoline octane requirements.,Non-linear reactor temperature optimizer maximizing propylene/gasoline crack spread.,,,,,
P9,P,9,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Spent Catalyst Stripper Steam-to-Cat Ratio,baseline,18,₹18 Cr / yr,2s vs 1 Hr,Entrained hydrocarbons carried into regenerator; drives up bed temp wastefully.,Spent catalyst stripper residence time & steam distribution flow governor.,,,,,
P10,P,10,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Flue Gas Expander Power Recovery QC,baseline,25,₹25 Cr / yr,3s vs 2 Hrs,Catalyst fines erode expander blades; turbine trips, losing 15 MW electricity.,Flue gas separator efficiency monitor predicting expander blade erosion rate.,,,,,
P11,P,11,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Debutanizer Column Reboiler Duty & LPG RVP,baseline,16,₹16 Cr / yr,2s vs 1 Hr,Over-reboiling debutanizer carries butane into LPG overhead stream.,Distillation tray soft-sensor keeping debutanizer LPG vapor pressure within specs.,,,,,
P12,P,12,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Feed Pre-Heat Exchanger Train Carbon Fouling,baseline,20,₹20 Cr / yr,3s vs 4 Hrs,VGO feed leaks into hot slurry loop; causes heavy fouling and energy waste.,Real-time exchanger differential temperature tracking agent alerting of tube leaks.,,,,,
P13,P,13,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Catalyst Addition Hopper Pressurization,baseline,14,₹14 Cr / yr,1s vs Valve Leak,Fresh catalyst hopper valve leaks; catalyst spills into local environment.,Automated batch catalyst addition sequencer validating pressure interlocks.,,,,,
P14,P,14,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Spent Catalyst Carbon Burn-Off Kinetics,baseline,19,₹19 Cr / yr,3s vs 2 Hrs,Low coke burning rate leaves residual carbon on regenerated catalyst; drops activity.,Carbon-on-regenerated-catalyst kinetic predictor tuning air distributor rates.,,,,,
P15,P,15,p16,FCCU Process Engineer,DOWNSTREAM REFINING,CatCracker / Honeywell RMPCT / Centum,Fluid Catalytic Cracking Reactor & Regenerator (FCCU),Daily FCC Conversion & Yield Accounting,baseline,22,₹22 Cr / yr,2s vs 1 Day,Material balance reconciliation between gas, LPG, gasoline, LCO, and slurry oil.,High-fidelity mass-reconciliation agent verifying daily FCC conversion yield in BigQuery.,,,,,
Q1,Q,1,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,High-Pressure Reactor Thermal Runaway Guard,critical,130,₹130 Cr / yr,0.1s vs Thermal Runaway,Exothermic reaction accelerates; bed temps spike >450°C (reactor explosion risk).,Multi-point bed thermocouple rate-of-rise sentinel triggering high-speed quenches.,hydrocracker_thermal_runaway_guard,projects/og-enterprise-prod/locations/us-central1/agents/hydrocracker_thermal_runaway_guard,Planned Wave 1,thermal-guard@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Fast Transient Safety
Q2,Q,2,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Recycle Hydrogen Loop Purity & Bleed Rate,critical,85,₹85 Cr / yr,2s vs 4 Hrs,Methane buildup dilutes hydrogen purity below 75%; catalysts coke up and deactivate.,Gas chromatograph purity tracker balancing HP purge gas to maintain 85%+ H2 pressure.,hydrogen_recycle_purity_agent,projects/og-enterprise-prod/locations/us-central1/agents/hydrogen_recycle_purity_agent,Planned Wave 1,hydrogen-agent@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Gas Chromatography
Q3,Q,3,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Ammonium Bisulfide (NH4HS) Wash-Water Rate,critical,95,₹95 Cr / yr,1s vs Pipe Burst,Sublimation of corrosive salts in reactor effluent air coolers causes catastrophic burst.,Phase-equilibrium salt crystallization model governing injection water wash rates.,wash_water_nh4hs_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/wash_water_nh4hs_sentinel,Planned Wave 1,wash-water-agent@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Salt Phase Chemistry
Q4,Q,4,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Ultra-Low Sulfur Diesel (ULSD) 10 ppm Target,friction,35,₹35 Cr / yr,3s vs Lab Batch,Refractory dibenzothiophene sulfur slips through; batch rejected at retail rack.,Kinetic hydrodesulfurization model calculating exact bed temp for 10 ppm spec.,,,,,
Q5,Q,5,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Heavy Poly-Nuclear Aromatics (HPNA) Buildup,friction,28,₹28 Cr / yr,5s vs Line Block,Recirculating heavy aromatics precipitate in cold exchangers; blocks unit lines.,HPNA buildup kinetic model governing VGO bleed rate to prevent precipitation.,,,,,
Q6,Q,6,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Catalyst Bed Differential Pressure Sag,baseline,22,₹22 Cr / yr,4s vs 1 Wk,Top catalyst bed crust forms from particulate scale; limits unit throughput.,Ergun equation bed hydraulic resistance model predicting skimming turnaround dates.,,,,,
Q7,Q,7,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Make-Up Hydrogen Reciprocating Compressor,baseline,24,₹24 Cr / yr,2s vs 2 Hrs,Suction valve leakage in 150-bar compressor drops makeup delivery to loop.,Compressor PV indicator card analyzer identifying leaking suction/discharge valves.,,,,,
Q8,Q,8,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Reactor Hydrotreating Dewaxing Pour Point QC,baseline,18,₹18 Cr / yr,3s vs 3 Hrs,Winter diesel pour point specification missed due to inadequate cracking.,Kinetic dewaxing conversion model adjusting reactor bed temperatures to target -15°C.,,,,,
Q9,Q,9,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,High-Pressure Separator Level Gas Blowby Intercept,critical,110,₹110 Cr / yr,0.1s vs Gas Blowby,Level valve fails open; 150-bar hydrogen blows into LP tower (gas blowby disaster).,Independent dual-sensor level interlock supervisor preventing gas carryover.,hp_separator_blowby_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/hp_separator_blowby_sentinel,Planned Wave 1,blowby-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Emergency Protection
Q10,Q,10,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Hydrocracker Fractionator Bottoms Recycle Rate,baseline,25,₹25 Cr / yr,4s vs 4 Hrs,Recycle cutpoint shifted too high; over-cracks distillates into light gases.,Fractionation cutpoint optimizer balancing recycle ratio to maximize high-cetane diesel.,,,,,
Q11,Q,11,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Amine Absorber Column H2S Slip to Recycle,baseline,20,₹20 Cr / yr,2s vs 1 Hr,Lean amine flow too low; H2S enters recycle gas, poisoning noble catalysts.,Recycle gas H2S trace analyzer tuning high-pressure amine contactor circulation.,,,,,
Q12,Q,12,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Catalyst Sulfiding & Activation Temp Front,baseline,30,₹30 Cr / yr,4s vs Startup,DMDS injection rate wrong during startup; catalyst fails to reach peak activity.,Automated catalyst presulfiding kinetic guide tracking H2S breakthrough front.,,,,,
Q13,Q,13,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Effluent Heat Exchanger Corrosion Probe Tracking,baseline,18,₹18 Cr / yr,2s vs 1 Day,High velocity in wash-water loop causes erosion-corrosion of Duplex stainless tubes.,Real-time electrical resistance corrosion probe reader alerting of wall loss rates.,,,,,
Q14,Q,14,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Guard Bed Metal Poison Deposition (Si, Fe, As),baseline,26,₹26 Cr / yr,5s vs Lab Report,Silicon from upstream defoamers saturates guard bed; poisons hydrocracker catalysts.,Guard bed metals saturation capacity tracker predicting remaining guard catalyst life.,,,,,
Q15,Q,15,p17,Hydrocracker Specialist,DOWNSTREAM REFINING,Aspen HYSYS / Profit Suite,High-Pressure Hydrocracker 150-Bar Reactor Train,Unit Hydrogen Consumption Metric Accounting,baseline,20,₹20 Cr / yr,2s vs 1 Mo,Hydrogen consumption manually estimated; masks plant hydrogen network leaks.,Mass-balanced hydrogen consumption ledger reconciling chemical uptake vs export gas.,,,,,
R1,R,1,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Continuous Catalyst Regeneration (CCR) Loop,critical,90,₹90 Cr / yr,0.2s vs Screen Melt,Catalyst lift gas surge halts circulation; regenerator over-temps melt screens.,Gas lift velocity & differential pressure balancer governing catalyst transfer cycles.,ccr_catalyst_lift_sentinel,projects/og-enterprise-prod/locations/us-central1/agents/ccr_catalyst_lift_sentinel,Planned Wave 1,ccr-sentinel@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Gas Lift Dynamics
R2,R,2,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Reformer Reactor Octane (RON) Target Control,friction,36,₹36 Cr / yr,3s vs 4 Hrs,Lab knock-engine results delayed 4 hours; reformer runs sub-optimal octane barrels.,Real-time inferential RON predictor tuning reactor inlet heaters.,,,,,
R3,R,3,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Reformer Moisture-to-Chloride Balance Monitor,critical,65,₹65 Cr / yr,2s vs 4 Hrs,Chlorine stripping from platinum catalyst causes severe acid corrosion & deactivation.,Water-chloride balance agent adjusting organic chloride injection per ppm moisture.,chloride_moisture_balance_agent,projects/og-enterprise-prod/locations/us-central1/agents/chloride_moisture_balance_agent,Planned Wave 1,chloride-agent@og-enterprise-prod.iam.gserviceaccount.com,Google ADK + Catalyst Kinetics
R4,R,4,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Naphtha Feedstock PONA Group Hydrocarbon QC,friction,28,₹28 Cr / yr,4s vs 3 Hrs,High paraffin feed reduces aromatics yield; creates severe reactor heat drop.,Feed PONA analyzer adjusting reactor space velocity per paraffin-naphthene ratio.,,,,,
R5,R,5,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Reformer Platinum Catalyst Pinning Regeneration,baseline,35,₹35 Cr / yr,5s vs 1 Day,Oxychlorination step fails to redispersion platinum agglomerations; permanent death.,Regenerator oxychlorination kinetic model tracking catalyst platinum dispersion.,,,,,
R6,R,6,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,BTX Extractive Distillation Solvent-to-Feed,baseline,22,₹22 Cr / yr,3s vs 2 Hrs,Sulfolane solvent ratio wrong; aromatics slip into raffinate, losing chemical margin.,Liquid-liquid extraction model governing solvent circulation rate and stripping steam.,,,,,
R7,R,7,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Heavy Reformate Xylene Isomerization Ratio,baseline,25,₹25 Cr / yr,4s vs 3 Hrs,Para-xylene crystallization loop un-optimized against ortho/meta equilibrium.,Thermodynamic isomer equilibrium solver optimizing reactor temperature and cycle times.,,,,,
R8,R,8,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Reformer Net Gas Hydrogen Compressor Balance,baseline,30,₹30 Cr / yr,2s vs 1 Hr,Gas rate drops; hydrogen network starves downstream hydrocrackers, forcing cuts.,Hydrogen header pressure supervisor prioritizing high-margin downstream consumers.,,,,,
R9,R,9,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,CCR Regenerator Coke Combustion Burn Rate,baseline,20,₹20 Cr / yr,2s vs 1 Hr,Excessive carbon on spent catalyst causes black burn; damages regenerator metallurgy.,Oxygen trim regulator tuning regeneration air rate to maintain safe flame front.,,,,,
R10,R,10,p18,Petrochemical Reforming & Aromatics Chemist,DOWNSTREAM REFINING,CCR Platforming / Aspen HYSYS Aromatics,Continuous Catalytic Reformer (CCR) Platformer,Reformate Benzene Content Compliance Blending,friction,24,₹24 Cr / yr,3s vs 2 Hrs,Finished gasoline benzene exceeds 1.0 vol% regulatory limit; shipment rejected.,Benzene precursor fractionation splitter agent controlling light reformate bypass.,,,,,
